president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,All polls,10/21/2021,10/6/2021,10/12/2021,Morning Consult,B,15000,a,.1059217,.03734336,46,47,44.4994,50.234009,"",T,https://morningconsult.com/form/global-leader-approval/,76765,146349,10/14/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/7/2021,10/11/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.38634047,.13854225,41,57,43.390734,50.763284,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76704,146239,10/12/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/7/2021,10/13/2021,Morning Consult,B,15000,a,.10671055,.04496842,46,47,44.4994,50.234009,"",T,https://morningconsult.com/form/global-leader-approval/,76914,146647,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/8/2021,10/11/2021,Morning Consult,B,1999,rv,.09954671,.04194954,46,51,44.4994,54.234009,"","",https://assets.morningconsult.com/wp-uploads/2021/10/13064013/2110042_crosstabs_POLITICO_RVs_v2_SH.pdf,76754,146315,10/13/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/8/2021,10/12/2021,Morning Consult,B,2200,a,.10955616,.04616758,46.5,48.5,44.9994,51.734009,*,"",https://morningconsult.com/2021/10/14/prequels-sequels-halloween-kills-poll/,76766,146350,10/14/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/10/2021,10/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21743957,.10707635,43,56,45.390734,49.763284,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76757,146335,10/13/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/9/2021,10/12/2021,Morning Consult,B,2200,a,.11185868,.05452633,47,48,45.4994,51.234009,"","",https://morningconsult.com/2021/10/19/prestige-tv-netflix-hbo/,76889,146529,10/19/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/8/2021,10/14/2021,Morning Consult,B,15000,a,.10895326,.05311006,46,47,44.4994,50.234009,"",T,https://morningconsult.com/form/global-leader-approval/,76915,146648,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/9/2021,10/12/2021,YouGov,B+,1500,a,.87836893,.43963243,40,50,41.359575,50.478771,"","",https://docs.cdn.yougov.com/h2rgoa7a3x/econTabReport.pdf,76756,146321,10/13/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/11/2021,10/13/2021,Morning Consult,B,2201,a,.1150813,.0635887,48,47,46.4994,50.234009,"","",https://morningconsult.com/2021/10/15/james-bond-replacement-craig-elba/,76811,146416,10/15/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/11/2021,10/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22040224,.1228908,43,56,45.390734,49.763284,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76767,146351,10/14/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/9/2021,10/15/2021,Morning Consult,B,15000,a,.11204124,.06190891,46,47,44.4994,50.234009,"",T,https://morningconsult.com/form/global-leader-approval/,76916,146649,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/10/2021,10/16/2021,Morning Consult,B,15000,a,.11637837,.07174823,46,47,44.4994,50.234009,"",T,https://morningconsult.com/form/global-leader-approval/,76917,146650,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/12/2021,10/14/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22476409,.13970448,43,56,45.390734,49.763284,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76813,146419,10/15/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/11/2021,10/17/2021,Morning Consult,B,15000,a,.12134785,.08252438,46,47,44.4994,50.234009,"",T,https://morningconsult.com/form/global-leader-approval/,76918,146651,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/13/2021,10/14/2021,Ipsos,B-,1005,a,.86331287,.59888926,46,48,44.816283,48.975794,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2010%2014%202021.pdf,76808,146408,10/14/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/14/2021,10/16/2021,RMG Research,B-,1200,rv,1.2145979,.92938101,47,48,45.792526,49.115065,"","",https://scottrasmussen.com/bidens-approval-stabilizes-47-approve-48-disapprove/,76911,146632,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/13/2021,10/17/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.14106516,.10564524,42,56,44.390734,49.763284,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76856,146485,10/18/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/12/2021,10/18/2021,Morning Consult,B,15000,a,.12639112,.09406187,46,47,44.4994,50.234009,"",T,https://morningconsult.com/form/global-leader-approval/,76919,146652,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/13/2021,10/17/2021,Selzer & Co.,A+,915,a,1.9067654,1.4725664,37,50,38.948777,50.04538,"","",https://www.grinnell.edu/sites/default/files/docs/2021-10/GCNP%20Oct21%20Toplines%20Methodology%20Crosstabs%20v2.pdf,76897,146555,10/20/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/14/2021,10/17/2021,CNBC/Hart Research/Public Opinion Strategies,B+,800,a,1.2526499,1.0387146,41,52,42.028801,51.602519,"","",https://www.cnbc.com/video/2021/10/21/cnbcs-all-america-economic-survey-bidens-approval-rating-plummets.html,76912,146636,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/14/2021,10/18/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.43371759,.35223045,42,56,44.390734,49.763284,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76892,146540,10/19/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/14/2021,10/18/2021,McLaughlin & Associates,C/D,1000,lv,.76990828,.63841857,45,54,43.652892,53.009771,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,76905,146591,10/20/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/13/2021,10/19/2021,Morning Consult,B,15000,a,.92577261,.74811553,46,47,44.4994,50.234009,"",T,https://morningconsult.com/form/global-leader-approval/,76920,146653,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/15/2021,10/18/2021,Quinnipiac University,A-,1342,a,1.7493178,1.5435024,37,52,39.762425,51.438085,"","",https://poll.qu.edu/poll-release?releaseid=3825,76893,146544,10/19/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/17/2021,10/17/2021,Redfield & Wilton Strategies,B/C,1500,rv,1.0258319,.90078273,43,39,43.348259,44.09566,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-17-october/,76922,146660,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/16/2021,10/18/2021,Morning Consult,B,1998,rv,.13593591,.11832692,45,52,43.4994,55.234009,"","",https://assets.morningconsult.com/wp-uploads/2021/10/20054637/2110084_crosstabs_POLITICO_RVs_v1_SH.pdf,76896,146551,10/20/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/15/2021,10/19/2021,Echelon Insights,B/C,1098,rv,1.2663284,1.1209928,47,51,46.094809,50.557637,"","",https://echeloninsights.com/in-the-news/october-omnibus-political/,76908,146608,10/20/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/16/2021,10/19/2021,YouGov,B+,1500,a,1.2517101,1.171184,44,46,45.359575,46.478771,"","",https://docs.cdn.yougov.com/mzvq4c7ty8/econTabReport.pdf,76904,146577,10/20/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/16/2021,10/19/2021,Fox News,A,1003,rv,1.7894793,1.6876065,46,53,44.782468,52.211543,"","",https://static.foxnews.com/foxnews.com/content/uploads/2021/10/Fox_October-16-19_National_Topline_October-20-Release.pdf,76909,146623,10/20/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/17/2021,10/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.25914404,.2429138,41,58,43.390734,51.763284,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76903,146576,10/20/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/17/2021,10/20/2021,American Research Group,C+,1100,a,1.1012644,1.1012644,47,47,45.276108,48.553888,"","",https://americanresearchgroup.com/economy/,76913,146639,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,All polls,10/21/2021,10/18/2021,10/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.81415269,.81415269,42,56,44.390734,49.763284,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76910,146631,10/21/2021,12:10:12 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/19/2021,1/21/2021,Morning Consult,B,15000,a,.28182611,0,50,28,48.292161,30.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74272,139491,1/28/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/20/2021,1/21/2021,YouGov,B+,1516,a,1.2454012,0,45,28,46.168667,27.396019,"","",https://docs.cdn.yougov.com/u3h9dresbn/20210120_yahoo_coronavirus_toplines.pdf,74327,139570,2/2/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/20/2021,1/22/2021,Morning Consult,B,15000,a,.25363115,0,51,28,49.292161,30.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74273,139492,1/28/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/20/2021,1/21/2021,Ipsos,B-,1115,a,1.1013975,0,55,32,53.587735,31.929399,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-01/2021_reuters_tracking_-_core_political_presidential_approval_tracker_01_22_2021.pdf,74248,139404,1/22/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/21/2021,1/23/2021,Morning Consult,B,15000,a,.23249509,0,52,29,50.292161,31.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74274,139493,1/28/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/22/2021,1/24/2021,Morning Consult,B,15000,a,.21609924,0,53,29,51.292161,31.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74257,139494,1/28/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/21/2021,1/24/2021,Monmouth University,A,809,a,1.5307823,0,54,30,54.362269,29.440921,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_012721.pdf/,74263,139456,1/27/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/23/2021,1/25/2021,Morning Consult,B,15000,a,.20308255,0,53,30,51.292161,32.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74275,139495,1/28/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/22/2021,1/25/2021,Morning Consult,B,2200,a,.08935632,0,56,32,54.292161,34.052624,"","",https://assets.morningconsult.com/wp-uploads/2021/02/12185419/210184_crosstabs_MC_ENERGY_Adults_v1-1.pdf,74376,139763,2/15/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/24/2021,1/26/2021,YouGov,B+,1500,a,1.077634,0,51,33,52.168667,32.396019,"","",https://docs.cdn.yougov.com/ld46rgtdlz/econTabReport.pdf,74262,139434,1/27/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/24/2021,1/26/2021,Morning Consult,B,15000,a,.19336921,0,53,30,51.292161,32.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74276,139496,1/28/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/25/2021,1/27/2021,Morning Consult,B,15000,a,.18548168,0,54,31,52.292161,33.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74277,139497,1/28/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/24/2021,1/27/2021,Marist College,A,1313,a,2.1893262,0,49,35,49.915355,33.846784,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/02/Marist-Poll_USA-NOS-and-Tables_202101281213-1.pdf#page=3,74320,139558,2/1/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/25/2021,1/26/2021,Morning Consult,B,2200,a,.08161194,0,58,32,56.292161,34.052624,"","",https://assets.morningconsult.com/wp-uploads/2021/02/04174538/210179_crosstabs_MC_SPORTS_PRESUPER_BOWL_Adults_v3.pdf,74346,139653,2/5/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/21/2021,2/2/2021,Gallup,B+,906,a,1.3147066,0,57,37,56.415521,35.416106,"","",https://news.gallup.com/poll/329348/biden-begins-term-job-approval.aspx,74344,139651,2/4/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/26/2021,1/28/2021,Morning Consult,B,9211.5,a,.11045405,0,55,31.5,53.292161,33.552624,*,T,https://int.nyt.com/data/documenttools/ben-smith-poll/967c3e3a09403867/full.pdf,74292,139518,2/1/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/27/2021,1/28/2021,Morning Consult,B,2200,a,.07690233,0,56,33,54.292161,35.052624,"","",https://assets.morningconsult.com/wp-uploads/2021/02/12185159/210193_crosstabs_MC_ENERGY_Adults_v2.pdf,74378,139765,2/15/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/27/2021,1/29/2021,Morning Consult,B,15000,a,.17477802,0,54,32,52.292161,34.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74339,139644,2/4/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/27/2021,1/29/2021,IBD/TIPP,A+,1261,a,2.3554725,0,53,29,53.141925,32.436479,"","",https://www.investors.com/politics/joe-biden-job-approval-enjoys-honeymoon-vs-donald-trump-ibd-tipp-poll/,74321,139560,2/1/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/28/2021,1/30/2021,Morning Consult,B,6466.67,a,.07392298,0,55.333333,33,53.625494,35.052624,*,T,https://assets.morningconsult.com/wp-uploads/2021/02/01222231/2101102_crosstabs_MC_TECH_QANON_Adults_v1.pdf,74323,139563,2/2/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/29/2021,1/31/2021,Morning Consult,B,15000,a,.16824262,0,54,33,52.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74340,139646,2/4/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/28/2021,2/1/2021,Quinnipiac University,A-,1075,a,1.5324899,0,49,36,51.513638,34.718349,"","",https://poll.qu.edu/poll-release?releaseid=3766,74334,139617,2/3/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/28/2021,2/1/2021,AP-NORC,"",1055,a,1.4270642,0,61,38,57.365087,37.464723,"","",https://apnorc.org/wp-content/uploads/2021/02/Biden-topline.pdf,74336,139629,2/4/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/29/2021,2/1/2021,Morning Consult,B,2200,a,.07300944,0,57,33,55.292161,35.052624,"","",https://assets.morningconsult.com/wp-uploads/2021/02/03174029/2101105_crosstabs_MC_FINANCE_Adults_v1.pdf,74375,139762,2/15/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/30/2021,2/1/2021,Morning Consult,B,15000,a,.16593054,0,54,33,52.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74331,139647,2/4/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/31/2021,2/2/2021,YouGov,B+,1500,a,.9211317,0,46,38,47.168667,37.396019,"","",https://docs.cdn.yougov.com/460mactkmh/econTabReport.pdf,74332,139593,2/3/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,1/31/2021,2/2/2021,Morning Consult,B,15000,a,.16460478,0,54,33,52.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74341,139648,2/4/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/1/2021,2/3/2021,Morning Consult,B,15000,a,.16353332,0,54,33,52.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74366,139733,2/11/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/2/2021,2/4/2021,Morning Consult,B,15000,a,.16269232,0,54,34,52.292161,36.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74367,139734,2/11/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/2/2021,2/3/2021,Emerson College,A-,1429,a,2.0759934,0,49,39,50.505328,38.083806,"","",https://emersonpolling.reportablenews.com/pr/february-national-poll-america-giving-biden-a-chance-split-on-trump-impeachment,74348,139668,2/5/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/2/2021,2/3/2021,Ipsos,B-,1005,a,.80586255,0,57,34,55.587735,33.929399,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_04_2021_0.pdf,74345,139652,2/4/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/3/2021,2/5/2021,Morning Consult,B,15000,a,.16160692,0,54,34,52.292161,36.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74368,139735,2/11/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/4/2021,2/6/2021,Morning Consult,B,15000,a,.16042059,0,54,34,52.292161,36.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74369,139736,2/11/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/5/2021,2/7/2021,Morning Consult,B,15000,a,.15941165,0,55,33,53.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74372,139746,2/11/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/5/2021,2/8/2021,YouGov,B+,2508,a,1.3288424,0,61,39,62.168667,38.396019,"","",https://www.cbsnews.com/news/covid-relief-opinion-poll/,74357,139683,2/9/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/6/2021,2/8/2021,Morning Consult,B,15000,a,.15828397,0,55,33,53.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74370,139738,2/11/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/7/2021,2/9/2021,Morning Consult,B,15000,a,.15748763,0,55,33,53.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74371,139739,2/11/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/6/2021,2/9/2021,YouGov,B+,1500,a,.79866219,0,50,37,51.168667,36.396019,"","",https://docs.cdn.yougov.com/rqqxdo2ujy/econTabReport.pdf,74360,139697,2/10/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/8/2021,2/10/2021,Morning Consult,B,15000,a,.15661775,0,55,33,53.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74389,139832,2/18/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/9/2021,2/11/2021,Morning Consult,B,15000,a,.15603591,0,55,33,53.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74390,139833,2/18/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/9/2021,2/10/2021,Ipsos,B-,1001,a,.73235578,0,57,35,55.587735,34.929399,"","",https://www.ipsos.com/en-us/reutersipsos-core-political-survey-presidential-approval-tracker-02102021,74361,139719,2/10/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/3/2021,2/18/2021,Gallup,B+,1021,a,1.4180286,0,56,40,55.415521,38.416106,"","",https://news.gallup.com/poll/329948/biden-gets-high-marks-covid-response.aspx,74402,139858,2/22/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/10/2021,2/12/2021,Morning Consult,B,15000,a,.15556537,0,55,33,53.292161,35.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74391,139834,2/18/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/7/2021,2/14/2021,Saint Leo University,C/D,1000,a,.80855287,0,60.9,32.3,59.005569,33.555643,"","",https://polls.saintleo.edu/new-saint-leo-polling-survey-shows-six-out-of-10-americans-like-bidens-job-performance-so-far/,74408,139905,2/24/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/11/2021,2/13/2021,Morning Consult,B,15000,a,.15493479,0,55,34,53.292161,36.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74392,139835,2/18/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/11/2021,2/14/2021,Quinnipiac University,A-,1056,a,1.5112685,0,50,38,52.513638,36.718349,"","",https://poll.qu.edu/poll-release?releaseid=3768,74387,139830,2/17/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/12/2021,2/14/2021,Morning Consult,B,15000,a,.15442208,0,54,34,52.292161,36.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74393,139836,2/18/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/13/2021,2/15/2021,Morning Consult,B,15000,a,.15398683,0,54,34,52.292161,36.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74394,139837,2/18/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/12/2021,2/15/2021,Morning Consult,B,3300,a,.10163131,0,56,34.5,54.292161,36.552624,*,"",https://assets.morningconsult.com/wp-uploads/2021/02/24152659/210264_crosstabs_MC_TECH_SPACE_Adults_v1_AUTO.pdf,74415,139933,2/25/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/13/2021,2/16/2021,YouGov,B+,1500,a,.84436013,0,54,37,55.168667,36.396019,"","",https://docs.cdn.yougov.com/3at75tb28w/econTabReport.pdf,74386,139811,2/17/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/14/2021,2/16/2021,Morning Consult,B,15000,a,.15456201,0,54,34,52.292161,36.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74395,139838,2/18/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/15/2021,2/17/2021,Morning Consult,B,15000,a,.15525246,0,54,35,52.292161,37.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74417,139936,2/25/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/16/2021,2/18/2021,Morning Consult,B,15000,a,.15601977,0,54,35,52.292161,37.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74418,139937,2/25/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/17/2021,2/19/2021,Morning Consult,B,15000,a,.15640061,0,54,35,52.292161,37.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74419,139938,2/25/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/17/2021,2/18/2021,Ipsos,B-,1005,a,.70745931,0,56,36,54.587735,35.929399,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_18_2021.pdf,74396,139839,2/18/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/18/2021,2/20/2021,Morning Consult,B,15000,a,.15720843,0,54,35,52.292161,37.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74420,139939,2/25/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/17/2021,2/20/2021,American Research Group,C+,1100,a,1.0888222,0,58,34,56.11814,34.713998,"","",https://americanresearchgroup.com/economy/,74401,139856,2/22/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/19/2021,2/21/2021,Morning Consult,B,15000,a,.15855364,0,54,35,52.292161,37.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74421,139940,2/25/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/18/2021,2/21/2021,Morning Consult,B,2200,a,.0697636,0,57,33,55.292161,35.052624,"","",https://assets.morningconsult.com/wp-uploads/2021/03/01094158/210283_crosstabs_MC_ENERGY_EFFICIENCY_INFLUENCE_Adults_v1-1-2.pdf,74436,139988,3/2/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/20/2021,2/22/2021,Morning Consult,B,15000,a,.16102603,0,54,35,52.292161,37.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74422,139941,2/25/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/20/2021,2/22/2021,YouGov,B+,1556,a,.86335557,0,50,38,51.168667,37.396019,"","",https://docs.cdn.yougov.com/b7tjs9k8au/20210222_yahoo_vaccine_tabs.pdf,74412,139909,2/24/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/19/2021,2/22/2021,YouGov,B+,1500,a,.83228365,0,51,36,52.168667,35.396019,"","",https://docs.cdn.yougov.com/imdk8zumh5/econTabReport.pdf,74406,139868,2/23/2021,12:10:14 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,2/21/2021,2/23/2021,Morning Consult,B,15000,a,.16397841,0,54,35,52.292161,37.052624,"",T,https://morningconsult.com/form/global-leader-approval/,74423,139942,2/25/2021,12:10:14 21 Oct 2021
